X,Y,OBJECTID,NAME,NBR,STREETADDR,CITY,ZIP,TYPE,GCSCORE,GCMETHOD,DAFID,POINT_X,POINT_Y
515182.4559,4383416.008,3196,DOLLAR TREE,2606,744 PRICE RIVER DR,PRICE,84501,Convenience Grocery,100,Centerlines.StatewideRoads,R74573,515182.4559,4383416.008
440172.4213,4462522.994,3197,FAMILY DOLLAR INC,26287,775 N OREM BLVD,OREM,84057,Convenience Grocery,100,AddressPoints.AddressGrid,R74594,440172.4213,4462522.994
408349.1231,4505660.717,3198,LA AUTENTICA MARKET,,8120 W 3500 S,MAGNA,84044,Grocery Store,100,AddressPoints.AddressGrid,R74662,408349.1231,4505660.717
421015.6564,4505619.277,3199,VIDAY Y SALUD II,,1500 W 3500 S,WEST VALLEY CITY,84119,Health Food,100,AddressPoints.AddressGrid,R74676,421015.6564,4505619.277
428159.2457,4505854.304,3200,WALGREENS,9111,3291 S HIGHLAND DR,SALT LAKE CITY,84106,Convenience Grocery,100,AddressPoints.AddressGrid,R74790,428159.2457,4505854.304
426160.6011,4492504.654,3201,WALGREENS,9237,9426 S 700 E,SANDY,84070,Convenience Grocery,100,AddressPoints.AddressGrid,R74798,426160.6011,4492504.654
426089.2364,4512606.695,3202,WALGREENS,9238,531 E 400 S,SALT LAKE CITY,84102,Convenience Grocery,100,AddressPoints.AddressGrid,R74799,426089.2364,4512606.695
422570.123,4511597.927,3203,FASTRAC,2,802 S 900 W,SALT LAKE CITY,84104,Convenience Grocery,100,AddressPoints.AddressGrid,R74871,422570.123,4511597.927
415069.1739,4550707.669,3204,FOR YOUR KITCHEN,,772 E 700 S,CLEARFIELD,84015,Retail,100,AddressPoints.AddressGrid,R74876,415069.1739,4550707.669
444376.2102,4441716.424,3205,DOLLAR TREE,2834,123 E 1000 N,SPANISH FORK,84660,Convenience Grocery,100,AddressPoints.AddressGrid,R74977,444376.2102,4441716.424
423008.6347,4496036.095,3206,EL POTRERO MARKET,,7679 S MAIN ST,MIDVALE,84047,Grocery Store,100,AddressPoints.AddressGrid,R74983,423008.6347,4496036.095
424749.9918,4497002.074,3207,WALGREENS,9239,7227 S STATE ST,MIDVALE,84047,Convenience Grocery,100,AddressPoints.AddressGrid,R75004,424749.9918,4497002.074
405781.6627,4291713.292,3208,SEVIER VALLEY HEALTH ESSENTIAL,,78 N MAIN,RICHFIELD,84701,Health Food,90.91999817,AddressPoints.AddressGrid,R75131,405781.6627,4291713.292
403597.0047,4345736.91,3209,FLYING J,,810 N 800 W,SCIPIO,84656,Convenience Grocery,100,AddressPoints.AddressGrid,R75138,403597.0047,4345736.91
429304.8547,4497471.73,3210,WHOLE FOODS MARKET,,6930 S HIGHLAND DR,SALT LAKE CITY,84121,Supermarket,100,AddressPoints.AddressGrid,R75181,429304.8547,4497471.73
417612.7231,4506407.659,3211,FAMILY DOLLAR INC,25816,3530 W 3100 S,WEST VALLEY CITY,84119,Convenience Grocery,100,AddressPoints.AddressGrid,R75263,417612.7231,4506407.659
424855.6049,4504609.778,3212,FAMILY DOLLAR INC,25183,70 E 3750 S,SALT LAKE CITY,84115,Convenience Grocery,100,AddressPoints.AddressGrid,R75264,424855.6049,4504609.778
424996.2531,4507111.575,3213,FAMILY DOLLAR INC,25143,2755 S STATE ST,SALT LAKE CITY,84115,Convenience Grocery,100,AddressPoints.AddressGrid,R75265,424996.2531,4507111.575
390010.1014,4489077.447,3214,FAMILY DOLLAR INC,26224,725 N MAIN ST,TOOELE,84074,Convenience Grocery,100,AddressPoints.AddressGrid,R75266,390010.1014,4489077.447
409999.8054,4505657.076,3215,FAMILY DOLLAR INC,26282,7260 W 3500 S,MAGNA,84044,Convenience Grocery,100,AddressPoints.AddressGrid,R75267,409999.8054,4505657.076
416915.3227,4505591.197,3216,LOS FELIZ,,3874 W 3500 S STE A,WEST VALLEY CITY,84120,Grocery Store,100,AddressPoints.AddressGrid,R75283,416915.3227,4505591.197
421754.851,4514748.244,3217,LA TIENDITA,,1255 W 500 N,SALT LAKE CITY,84116,Supermarket,100,AddressPoints.AddressGrid,R75398,421754.851,4514748.244
417463.7634,4547611.12,3218,EL MATE LATIN IMPORTS,,1095 N MAIN ST STE 2,LAYTON,84041,Specialty Grocery,100,AddressPoints.AddressGrid,R75400,417463.7634,4547611.12
433102.3787,4469639.008,3219,JALISCO MARKET LLC,,399 E STATE ST,AMERICAN FORK,84003,Grocery Store,100,Centerlines.StatewideRoads,R75526,433102.3787,4469639.008
261421.9711,4135708.565,3220,SPANISH TRAIL SUPPLY CO,,21 S MAIN,VEYO,84782,Convenience Grocery,90.91999817,Centerlines.StatewideRoads,R75528,261421.9711,4135708.565
425151.3036,4486466.216,3221,DOLLAR TREE,2630,262 E 12300 S,DRAPER,84020,Convenience Grocery,100,AddressPoints.AddressGrid,R75583,425151.3036,4486466.216
423433.7813,4512152.487,3222,M FLORES,,556 W 600 S,SALT LAKE CITY,84101,Grocery Store,100,AddressPoints.AddressGrid,R75725,423433.7813,4512152.487
426298.1446,4492423.948,3223,DOLLAR TREE,2601,9471 S 700 E,SANDY,84070,Convenience Grocery,100,AddressPoints.AddressGrid,R75785,426298.1446,4492423.947
420713.1359,4515383.357,3224,DOLLAR TREE,2608,783 N REDWOOD RD,SALT LAKE CITY,84116,Convenience Grocery,100,AddressPoints.AddressGrid,R75792,420713.1359,4515383.356
420335.6169,4500082.92,3225,DOLLAR TREE,2609,5686 S REDWOOD RD,TAYLORSVILLE,84123,Convenience Grocery,100,AddressPoints.AddressGrid,R75793,420335.6169,4500082.919
427142.9802,4497013.859,3226,DOLLAR TREE,2615,7202 S 1000 E,MIDVALE,84047,Convenience Grocery,100,AddressPoints.AddressGrid,R75794,427142.9802,4497013.859
408374.6354,4505502.018,3227,DOLLAR TREE,2642,8083 W 3500 S,MAGNA,84044,Convenience Grocery,100,AddressPoints.AddressGrid,R75795,408374.6354,4505502.018
423789.7558,4509129.78,3228,DOLLAR TREE,2652,389 W 1830 S STE 600,SALT LAKE CITY,84115,Convenience Grocery,100,AddressPoints.AddressGrid,R75796,423789.7558,4509129.78
420718.9205,4490500.35,3229,DOLLAR TREE,2659,10457 S REDWOOD RD STE A,SOUTH JORDAN,84095,Convenience Grocery,100,AddressPoints.AddressGrid,R75797,420718.9205,4490500.35
317557.0934,4170205.246,3230,DOLLAR TREE,2665,903 S MAIN,CEDAR CITY,84720,Convenience Grocery,90.91999817,AddressPoints.AddressGrid,R75798,317557.0934,4170205.246
426769.8954,4512995.255,3231,DOLLAR TREE,2670,812 E 200 S,SALT LAKE CITY,84102,Convenience Grocery,100,AddressPoints.AddressGrid,R75799,426769.8954,4512995.255
273048.9265,4109264.496,3232,DOLLAR TREE,2681,341 S RIVER RD,SAINT GEORGE,84790,Convenience Grocery,100,AddressPoints.AddressGrid,R75800,273048.9265,4109264.496
429582.1414,4492462.978,3233,WALGREENS,9464,2090 E 9400 S,SANDY,84092,Convenience Grocery,100,AddressPoints.AddressGrid,R75879,429582.1414,4492462.978
420431.5611,4561247.99,3234,FAMILY DOLLAR INC,26141,3531 S HARRISON BLVD,OGDEN,84403,Convenience Grocery,100,AddressPoints.AddressGrid,R75886,420431.5611,4561247.99
364206.2933,4357032.213,3235,FAMILY DOLLAR INC,26628,39 W MAIN,DELTA,84624,Convenience Grocery,90.91999817,AddressPoints.AddressGrid,R76028,364206.2933,4357032.213
418489.6839,4562565.927,3236,ANAYAS MARKET,,346 30TH ST,OGDEN,84401,Specialty Grocery,100,AddressPoints.AddressGrid,R76137,418489.6839,4562565.926
413738.4635,4593228.649,3237,DOLLAR TREE,3027,972 W 1150 S,BRIGHAM CITY,84302,Convenience Grocery,100,AddressPoints.AddressGrid,R76265,413738.4635,4593228.649
420738.1609,4506102.827,3238,NUTRITION & ETHNIC FOODS,,3197 S REDWOOD RD - 6,WEST VALLEY CITY,84119,Health Food,90.91999817,AddressPoints.AddressGrid,R76345,420738.1609,4506102.827
499168.9761,4340251.521,3239,FAMILY DOLLAR INC,26999,540 E MAIN ST,CASTLE DALE,84513,Convenience Grocery,100,AddressPoints.AddressGrid,R76400,499168.9761,4340251.521
417136.371,4515394.94,3240,ROCKY MTN CHOCOLATE FACTORY,,776 N TERMINAL DR TERM 1,SALT LAKE CITY,84116,Retail,90.91999817,AddressPoints.AddressGrid,R76562,417136.371,4515394.94
440002.836,4462774.044,3241,REAL FOODS MARKET,,420 W 800 N,OREM,84057,Grocery Store,100,AddressPoints.AddressGrid,R76595,440002.836,4462774.044
266720.3725,4111872.706,3242,DOLLAR TREE,3017,1930 W SUNSET BLVD STE 300,SAINT GEORGE,84770,Convenience Grocery,100,AddressPoints.AddressGrid,R76620,266720.3725,4111872.706
621680.4241,4477600.329,3243,DOLLAR TREE,2949,1820 W HWY 40 -M,VERNAL,84078,Convenience Grocery,100,AddressPoints.AddressGrid,R76621,621680.4241,4477600.329
405464.4613,4289766.543,3244,DOLLAR TREE,3136,1182 S HWY 118,RICHFIELD,84701,Convenience Grocery,100,AddressPoints.AddressGrid,R76622,405464.4613,4289766.543
430582.653,4470027.684,3245,DOLLAR TREE,3023,57 N 700 W - STE B,AMERICAN FORK,84003,Convenience Grocery,100,Centerlines.StatewideRoads,R76623,430582.653,4470027.684
414479.0712,4595903.129,3246,LDS BRIGHAM CITY BISHOPS,,571 W FOREST ST,BRIGHAM CITY,84302,Grocery Store,100,AddressPoints.AddressGrid,R76889,414479.0712,4595903.129
415345.2842,4499073.406,3247,FAMILY DOLLAR INC,26292,4653 W 6200 S,WEST JORDAN,84118,Convenience Grocery,100,AddressPoints.AddressGrid,R76933,415345.2842,4499073.406
429311.043,4333545.372,3248,FAMILY DOLLAR INC,27062,435 S MAIN ST,GUNNISON,84634,Convenience Grocery,100,AddressPoints.AddressGrid,R76934,429311.043,4333545.372
365390.2159,4100721.734,3249,11-Jul,,301 S FAIRWAY DR,KANAB,84741,Convenience Grocery,100,AddressPoints.AddressGrid,R76954,365390.2159,4100721.734
420712.043,4504639.829,3250,TAY DO SUPERMARKET,,3825 S REDWOOD RD,WEST VALLEY CITY,84119,Specialty Grocery,100,AddressPoints.AddressGrid,R76999,420712.043,4504639.829
634237.6176,4163726.171,3251,GOULDINGS STORE,,1000 MAIN ST,MONUMENT VALLEY,84536,Grocery Store,100,Centerlines.StatewideRoads,R77000,634237.6176,4163726.171
433731.4046,4469410.589,3252,BIG LOTS,4489,702 E STATE ST,AMERICAN FORK,84003,Convenience Grocery,100,Centerlines.StatewideRoads,R77023,433731.4046,4469410.589
424626.4539,4526912.697,3253,COSTCO WHOLESALE,735,573 W 100 N,WEST BOUNTIFUL,84087,Supermarket,100,AddressPoints.AddressGrid,R77071,424626.4539,4526912.697
420383.7837,4486169.704,3254,GNC,3956,1760 W 12600 S,RIVERTON,84065,Health Food,100,Centerlines.StatewideRoads,R77145,420383.7837,4486169.704
634230.499,4164148.66,3255,FAMILY DOLLAR INC,27063,742 S MAIN ST,BLANDING,84511,Convenience Grocery,100,AddressPoints.AddressGrid,R77223,634230.499,4164148.66
322060,4096807,3256,THESINCLAIR ,,625 N MAIN ST,HILDALE,84784,Convenience Grocery,,Manually Placed,R77610,322060,4096807
428047.0822,4500386.004,3257,HOLLADAY HEALTH & NUTRITION,,5518 S VAN WINKLE EXPY,MURRAY,84124,Health Food,100,AddressPoints.AddressGrid,R77640,428047.0822,4500386.004
444901.2619,4453330.369,3258,MERCADO 5 DE MAYO,,389 S 600 E,PROVO,84606,Specialty Grocery,100,AddressPoints.AddressGrid,R77714,444901.2619,4453330.369
243590.7479,4513037.286,3259,FAMILY DOLLAR INC,26847,449 E  BLVD,WENDOVER,84083,Convenience Grocery,90.91999817,Centerlines.StatewideRoads,R77729,243590.7479,4513037.286
447935.1339,4445771.218,3260,WALGREENS,9974,420 S MAIN ST,SPRINGVILLE,84663,Convenience Grocery,100,AddressPoints.AddressGrid,R77731,447935.1339,4445771.218
626385.9939,4269202.001,3261,THEVILLAGE MARKET,,702 S MAIN ST,MOAB,84532,Grocery Store,100,AddressPoints.AddressGrid,R77822,626385.9939,4269202.001
423939.711,4513045.474,3262,JADE MARKET LC,,353 W 200 S,SALT LAKE CITY,84101,Grocery Store,100,Centerlines.StatewideRoads,R77823,423939.711,4513045.474
420766.9309,4510753.767,3263,PACIFIC SEAS,,1151 S REDWOOD RD STE - 107,SALT LAKE CITY,84104,Grocery Store,90.91999817,AddressPoints.AddressGrid,R78166,420766.9309,4510753.767
412168.6618,4552537.174,3264,DOLLAR GENERAL,10461,1060 W 300 N,CLEARFIELD,84015,Convenience Grocery,100,AddressPoints.AddressGrid,R78225,412168.6618,4552537.174
420460.9644,4562180.332,3265,CARLS SUPER SAVER STORE,,3135 HARRISON BLVD,OGDEN,84403,Salvage Grocery,100,Centerlines.StatewideRoads,R78255,420460.9644,4562180.332
429883.3741,4471284.388,3266,WALGREENS,9681,102 N 1200 E,LEHI,84043,Convenience Grocery,100,AddressPoints.AddressGrid,R78263,429883.3741,4471284.388
416403.6961,4500669.22,3267,FENIX MARKET LLC,,4099 W 5415 S,KEARNS,84118,Grocery Store,100,Centerlines.StatewideRoads,R78457,416403.6961,4500669.22
432487.0668,4425414.096,3268,FAMILY DOLLAR INC,27099,252 W MAIN ST,SANTAQUIN,84655,Convenience Grocery,100,AddressPoints.AddressGrid,R78609,432487.0668,4425414.096
420695.8516,4511154.529,3269,K & K AFRICAN MARKET LLC,,996 S REDWOOD RD -A,SALT LAKE CITY,84104,Grocery Store,90.91999817,AddressPoints.AddressGrid,R78764,420695.8516,4511154.529
429731.5478,4471433.117,3270,COSTCO WHOLESALE,733,198 N 1200 E,LEHI,84043,Supermarket,100,Centerlines.StatewideRoads,R78777,429731.5478,4471433.117
424228.8314,4490571.826,3271,GREEN TEA COMPANY,,10450 S STATE ST,SANDY,84070,Health Food,100,AddressPoints.AddressGrid,R78782,424228.8314,4490571.826
378226.3076,4495298.327,3272,FAMILY DOLLAR INC,27301,560 E MAIN ST,GRANTSVILLE,84029,Convenience Grocery,100,Centerlines.StatewideRoads,R78839,378226.3076,4495298.327
424495.1057,4496929.115,3273,VINH LONG ORIENT MARKET,,119 W 7200 S,MIDVALE,84047,Specialty Grocery,100,AddressPoints.AddressGrid,R79028,424495.1057,4496929.115
390089.3739,4487819.146,3274,WALGREENS,10415,188 N MAIN ST,TOOELE,84074,Convenience Grocery,100,AddressPoints.AddressGrid,R79096,390089.3739,4487819.146
424793.025,4509899.053,3275,JAPAN SAGE MARKET,,1515 S MAIN ST,SALT LAKE CITY,84115,Specialty Grocery,100,AddressPoints.AddressGrid,R79169,424793.025,4509899.053
269121.5402,4111566.67,3276,FABULOUS FREDDYS,,806 N BLUFF ST,SAINT GEORGE,84770,Convenience Grocery,100,AddressPoints.AddressGrid,R79221,269121.5402,4111566.67
416751.4107,4505729.555,3277,ZULES CANDY STORE,,3952 W 3500 S,WEST VALLEY CITY,84120,Retail,100,AddressPoints.AddressGrid,R79330,416751.4107,4505729.554
416590.9444,4503883.03,3278,ANAYAS MARKET,,4122 S 4000 W,WEST VALLEY CITY,84120,Grocery Store,100,AddressPoints.AddressGrid,R79408,416590.9444,4503883.03
417188.7251,4488519.247,3279,HARMONS AT THE DISTRICT,86,11453 S PKWY PLAZA DR,SOUTH JORDAN,84095,Supermarket,100,AddressPoints.AddressGrid,R79416,417188.7251,4488519.247
430488.3317,4621376.969,3280,LOS PRIMOS MARKET,,45 W 500 N,LOGAN,84321,Grocery Store,100,AddressPoints.AddressGrid,R79444,430488.3317,4621376.969
420609.7155,4506211.42,3281,FOOD MART CHEVRON,,3140 S REDWOOD RD,WEST VALLEY CITY,84119,Convenience Grocery,100,AddressPoints.AddressGrid,R79447,420609.7155,4506211.42
437527.2906,4467429.298,3282,LOS DOS COMPADRES MARKET,,330 E STATE ST,PLEASANT GROVE,84062,Grocery Store,100,Centerlines.StatewideRoads,R79477,437527.2906,4467429.298
435309.6221,4431203.029,3283,DOLLAR TREE,3522,1421 W TURF FARM WAY,PAYSON,84651,Convenience Grocery,100,AddressPoints.AddressGrid,R79596,435309.6221,4431203.029
420037.8925,4567197.605,3284,DOLLAR GENERAL,10677,667 MONROE BLVD,OGDEN,84404,Convenience Grocery,100,AddressPoints.AddressGrid,R79668,420037.8925,4567197.605
410232.6736,4549275.126,3285,WAL-MART SUPERCENTER,3848,2228 W 1700 S,SYRACUSE,84075,Supermarket,100,AddressPoints.AddressGrid,R79695,410232.6736,4549275.126
424999.0862,4486716.717,3286,SHIRLYNS NATURAL FOODS,,183 E 12300 S STE K1,DRAPER,84020,Health Food,100,AddressPoints.AddressGrid,R79721,424999.0862,4486716.716
430808.2758,4622991.127,3287,ALVEYS CANDIES,,1300 N MAIN ST,LOGAN,84321,Convenience Grocery,100,AddressPoints.AddressGrid,R79737,430808.2758,4622991.127
425349.7425,4530224.308,3288,DOLLAR TREE,3529,304 N MARKET PLACE DR,CENTERVILLE,84014,Convenience Grocery,100,AddressPoints.AddressGrid,R79744,425349.7425,4530224.308
418306.8309,4495899.067,3289,LA CANTERA LLC,,3078 W 7800 S UNIT 1B,WEST JORDAN,84084,Grocery Store,100,AddressPoints.AddressGrid,R79818,418306.8309,4495899.067
424965.1302,4498756.066,3290,GREEN TEA COMPANY,,6191 S STATE ST,MURRAY,84107,Retail,100,AddressPoints.AddressGrid,R79836,424965.1302,4498756.066
430813.5314,4617795.617,3291,MACEYS PROVIDENCE,971,50 N HWY 165,PROVIDENCE,84332,Supermarket,100,AddressPoints.AddressGrid,R80020,430813.5314,4617795.617
420604.8149,4543471.164,3292,CHEVRON TOP STOP C,,320 W 200 N,KAYSVILLE,84037,Convenience Grocery,100,AddressPoints.AddressGrid,R80044,420604.8149,4543471.164
427209,4493094,3293,WAL-MART SUPERCENTER,5235,9151 S QUARRY BEND DR,SANDY,84094,Supermarket,,Manually Placed,R80077,427209,4493094
424281.5753,4493275.988,3294,OCEAN MARKET,,115 W 9000 S,SANDY,84070,Supermarket,100,AddressPoints.AddressGrid,R80111,424281.5753,4493275.988
350859,4121010,3295,ZION TRADING POST,,12120 W HIGHWAY 9,MOUNT CARMEL,84755,Convenience Grocery,,Manually Placed,R80127,350859,4121010
425033.6132,4511502.946,3296,FAMILY DOLLAR INC,27399,835 S STATE ST,SALT LAKE CITY,84111,Convenience Grocery,100,Centerlines.StatewideRoads,R80229,425033.6132,4511502.946
419070.4775,4504856.827,3297,COSTCO WHOLESALE,622,3747 S 2700 W,WEST VALLEY CITY,84119,Supermarket,100,Centerlines.StatewideRoads,R80458,419070.4775,4504856.827
420565.9443,4507831.425,3298,RANCHO MARKETS,,2470 S REDWOOD RD STE 100,WEST VALLEY CITY,84119,Grocery Store,100,AddressPoints.AddressGrid,R80517,420565.9443,4507831.425
356016.7635,4239721.837,3299,CONOCO KEVINS,,1434 N 300 W,BEAVER,84713,Convenience Grocery,100,AddressPoints.AddressGrid,R8053,356016.7635,4239721.837
364763.112,4100736.763,3300,SINCLAIR- COLEMANS,,355 E 300 S,KANAB,84741,Convenience Grocery,100,Centerlines.StatewideRoads,R8056,364763.112,4100736.763
354744.1223,4126786.561,3301,SINCLAIR - ROGERS,,15 E STATE ST,ORDERVILLE,84758,Convenience Grocery,100,AddressPoints.AddressGrid,R8058,354744.1223,4126786.561
431084.7342,4624897.454,3302,LDS NORTH LOGAN BISHOPS,,165 E 2200 N,NORTH LOGAN,84341,Grocery Store,100,AddressPoints.AddressGrid,R80756,431084.7342,4624897.454
356505.6664,4238899.346,3303,FAMILY DOLLAR INC,27608,920 N MAIN ST,BEAVER,84713,Convenience Grocery,100,AddressPoints.AddressGrid,R80808,356505.6664,4238899.346
421128.5701,4556991.116,3304,DOLLAR TREE,3693,5647 S HARRISON BLVD,OGDEN,84403,Convenience Grocery,92.43000031,Centerlines.StatewideRoads,R80914,421128.5701,4556991.116
428269.7316,4396331.755,3305,DOLLAR GENERAL STORE,10985,385 N MAIN ST,NEPHI,84648,Convenience Grocery,100,AddressPoints.AddressGrid,R81035,428269.7316,4396331.755
416770.2821,4495956.837,3306,TARGET STORE T,,7779 S JORDAN LANDING BLVD,WEST JORDAN,84084,Grocery Store,100,AddressPoints.AddressGrid,R81048,416770.2821,4495956.837
420708.9035,4507199.396,3307,EL CENTENARIO MARKET,,2737 S REDWOOD RD,WEST VALLEY CITY,84119,Grocery Store,100,AddressPoints.AddressGrid,R81072,420708.9035,4507199.395
416118.226,4500579.695,3308,HFK`S POLYNESIAN FOOD STORE,,5490 S 4220 W,KEARNS,84118,Specialty Grocery,100,AddressPoints.AddressGrid,R81104,416118.226,4500579.695
420270.5822,4550577.084,3309,FAMILY CONNECTION,,875 E HWY 193,LAYTON,84041,Salvage Grocery,100,Centerlines.StatewideRoads,R81108,420270.5822,4550577.084
634274.8804,4164305.917,3310,SOUTHWAY TRADING LLC,,651 S MAIN,BLANDING,84511,Grocery Store,90.91999817,Centerlines.StatewideRoads,R81175,634274.8804,4164305.917
445934.8368,4348772.682,3311,FAMILY DOLLAR INC,27555,1085 S HIGHWAY 89,MOUNT PLEASANT,84647,Convenience Grocery,93.33999634,Centerlines.StatewideRoads,R81176,445934.8368,4348772.682
419232.4147,4564635.818,3312,KWICK STOP,2,630 21ST ST,OGDEN,84401,Convenience Grocery,100,AddressPoints.AddressGrid,R81238,419232.4147,4564635.818
421341.1626,4515967.595,3313,MANZANITA MARKET,,1437 W 1000 N,SALT LAKE CITY,84116,Convenience Grocery,100,Centerlines.StatewideRoads,R81245,421341.1626,4515967.595
424326.7526,4484579.846,3314,IKEA,,67 W IKEA WAY,DRAPER,84020,Convenience Grocery,100,AddressPoints.AddressGrid,R81734,424326.7526,4484579.846
418618.8115,4563188.349,3315,TIGER MART,,2717 WASHINGTON BLVD,OGDEN,84401,Convenience Grocery,100,AddressPoints.AddressGrid,R81791,418618.8115,4563188.349
425589.0845,4530201.267,3316,WAL-MART SUPERCENTER,3366,221 W PARRISH LN,CENTERVILLE,84014,Supermarket,100,AddressPoints.AddressGrid,R81848,425589.0845,4530201.267
441638.5659,4458716.194,3317,LA PEQUENITA MARKET,,1106 S STATE ST,OREM,84097,Specialty Grocery,100,AddressPoints.AddressGrid,R82091,441638.5659,4458716.194
421734.2045,4512621.857,3318,HANDY PANTRY,,1252 W 400 S,SALT LAKE CITY,84104,Grocery Store,100,AddressPoints.AddressGrid,R82115,421734.2045,4512621.857
626642.437,4268970.772,3319,DOLLAR GENERAL STORE,10984,835 S HWY 191,MOAB,84532,Convenience Grocery,100,Centerlines.StatewideRoads,R82305,626642.437,4268970.772
425050.7024,4509995.443,3320,OVERSEAS GROCERY,,1465 S STATE ST - 8,SALT LAKE CITY,84115,Convenience Grocery,90.91999817,AddressPoints.AddressGrid,R82406,425050.7024,4509995.443
516966.5042,4383281.118,3321,DOLLAR GENERAL STORE,11120,454 E MAIN ST,PRICE,84501,Convenience Grocery,100,AddressPoints.AddressGrid,R82615,516966.5042,4383281.118
420474.0653,4497352.278,3322,DOLLAR TREE,3696,7046 S REDWOOD RD,WEST JORDAN,84084,Convenience Grocery,100,AddressPoints.AddressGrid,R82698,420474.0653,4497352.278
364656.7815,4357067.895,3323,DOLLAR GENERAL,11114,175 E MAIN ST,DELTA,84624,Convenience Grocery,100,Centerlines.StatewideRoads,R82713,364656.7815,4357067.895
417186.2261,4488375.327,3324,TARGET STORE T,,11525 S PKWY PLAZA DR,SOUTH JORDAN,84095,Grocery Store,100,AddressPoints.AddressGrid,R82715,417186.2261,4488375.327
431467.4252,4469948.36,3325,GOOD EARTH NATURAL FOODS,,336 W MAIN ST,AMERICAN FORK,84003,Grocery Store,100,AddressPoints.AddressGrid,R82861,431467.4252,4469948.36
421015.6564,4505619.277,3326,ERMANOS,,1500 W 3500 S,WEST VALLEY CITY,84119,Specialty Grocery,100,AddressPoints.AddressGrid,R82868,421015.6564,4505619.277
393215.9046,4232700.504,3327,JUNCTION GENERAL STORE LLC,,70 S MAIN,JUNCTION,84740,Grocery Store,90.91999817,AddressPoints.AddressGrid,R82884,393215.9046,4232700.504
441432.5256,4459262.609,3328,WALGREENS,11150,850 S STATE ST,OREM,84097,Convenience Grocery,100,AddressPoints.AddressGrid,R82957,441432.5256,4459262.609
464943.2763,4483419.621,3329,WALGREENS,11523,560 S MAIN ST,HEBER CITY,84032,Convenience Grocery,100,Centerlines.StatewideRoads,R82959,464943.2763,4483419.621
421382.0238,4555966.615,3330,HEALTHY ME HEALTH FOODS LLC,,1735 E SKYLINE DR STE 2,SOUTH OGDEN,84405,Health Food,100,AddressPoints.AddressGrid,R82969,421382.0238,4555966.615
430742.3546,4630023.834,3331,DOLLAR TREE,3861,885 S MAIN ST,SMITHFIELD,84335,Convenience Grocery,100,AddressPoints.AddressGrid,R83053,430742.3546,4630023.833
416426.2319,4500602.799,3332,RANCHO MARKETS,,4071 W 5415 S,KEARNS,84118,Supermarket,100,AddressPoints.AddressGrid,R83056,416426.2319,4500602.799
418889.0831,4572972.941,3333,WALGREENS,10820,2555 N 400 E,NORTH OGDEN,84414,Convenience Grocery,100,Centerlines.StatewideRoads,R83427,418889.0831,4572972.941
413148.5836,4484591.979,3334,WALGREENS,11524,5627 W 13400 S,HERRIMAN,84065,Convenience Grocery,100,AddressPoints.AddressGrid,R83728,413148.5836,4484591.979
416170.5073,4558508.4,3335,DOLLAR TREE,3779,4934 S 900 W STE A,RIVERDALE,84405,Convenience Grocery,100,Centerlines.StatewideRoads,R83826,416170.5073,4558508.4
315798.6929,4169708.573,3336,WALGREENS,11337,1948 W CROSS HOLLOW RD,CEDAR CITY,84720,Convenience Grocery,100,Centerlines.StatewideRoads,R83996,315798.6929,4169708.573
420502.4038,4505538.543,3337,HAWAIIAN HUT,,1810 W 3500 S,WEST VALLEY CITY,84119,Convenience Grocery,100,AddressPoints.AddressGrid,R84107,420502.4038,4505538.543
424809.9961,4483836.816,3338,HARMONS BANGERTER CROSSING,16,125 E 13800 S,DRAPER,84020,Supermarket,100,AddressPoints.AddressGrid,R84142,424809.9961,4483836.816
417167.2015,4484313.057,3339,WAL-MART SUPERCENTER,3620,13502 S HAMILTON VIEW RD,RIVERTON,84065,Supermarket,100,AddressPoints.AddressGrid,R84144,417167.2015,4484313.057
443132.5409,4455900.628,3340,WALGREENS,11734,1315 N STATE ST,PROVO,84604,Convenience Grocery,100,AddressPoints.AddressGrid,R84178,443132.5409,4455900.627
418187.2051,4503967.426,3341,GRANGER COMMUNITY CHURCH,,3232 W 4100 S,WEST VALLEY CITY,84119,Salvage Grocery,100,AddressPoints.AddressGrid,R84254,418187.2051,4503967.426
420614.1427,4503806.604,3342,SUNRISE SOLUTIONS,,4130 S REDWOOD RD,TAYLORSVILLE,84123,Health Food,100,AddressPoints.AddressGrid,R84255,420614.1427,4503806.604
430340.2631,4502218.906,3343,WALGREENS,12639,4690 HOLLADAY BLVD,SALT LAKE CITY,84117,Convenience Grocery,100,AddressPoints.AddressGrid,R84436,430340.2631,4502218.906
422298.0919,4471222.226,3344,WALGREENS,10104,1410 N REDWOOD RD,SARATOGA SPRINGS,84045,Convenience Grocery,100,AddressPoints.AddressGrid,R84605,422298.0919,4471222.226
423385.924,4514780.717,3345,QUETZAL IMPORTS,,580 W 500 N,SALT LAKE CITY,84116,Convenience Grocery,100,AddressPoints.AddressGrid,R84610,423385.924,4514780.717
411968.0821,4549168.171,3346,DOLLAR TREE,3869,1107 W 1700 S,SYRACUSE,84075,Convenience Grocery,100,Centerlines.StatewideRoads,R84737,411968.0821,4549168.17
425439.1433,4504353.214,3347,MINIATURE MARKET EXPRESS,,310 E 3900 S,SALT LAKE CITY,84107,Convenience Grocery,100,AddressPoints.AddressGrid,R84987,425439.1433,4504353.214
